object,member,kind,signature,interface_gaps,status,evidence,note
Workbook,SheetPivotTableBeforeCommitChanges,event,"SheetPivotTableBeforeCommitChanges(Sh As Object, TargetPivotTable As PivotTable, ValueChangeStart As Long, ValueChangeEnd As Long, Cancel As Boolean)",,MISSING,,
Workbook,SheetPivotTableBeforeDiscardChanges,event,"SheetPivotTableBeforeDiscardChanges(Sh As Object, TargetPivotTable As PivotTable, ValueChangeStart As Long, ValueChangeEnd As Long)",,MISSING,,
Workbook,SheetPivotTableChangeSync,event,"SheetPivotTableChangeSync(Sh As Object, Target As PivotTable)",,MISSING,,
Workbook,SheetPivotTableUpdate,event,"SheetPivotTableUpdate(Sh As Object, Target As PivotTable)",,MISSING,,
Workbook,Sheets,"property, read-only",As Sheets,,UNASSESSED,,
Workbook,SheetSelectionChange,event,"SheetSelectionChange(Sh As Object, Target As Range)",,MISSING,,
Workbook,SheetTableUpdate,event,"SheetTableUpdate(Sh As Object, Target As TableObject)",,MISSING,,
Workbook,ShowConflictHistory,property,As Boolean,,MISSING,,
Workbook,ShowPivotChartActiveFields,property,As Boolean,,MISSING,,
Workbook,ShowPivotTableFieldList,property,As Boolean,,MISSING,,
Workbook,Signatures,"property, read-only",As SignatureSet,,MISSING,,
Workbook,SlicerCaches,"property, read-only",As SlicerCaches,,MISSING,,
Workbook,SmartDocument,"property, read-only",As SmartDocument,,MISSING,,
Workbook,Styles,"property, read-only",As Styles,,MISSING,,
Workbook,Sync,event,Sync(SyncEventType As MsoSyncEventType),,MISSING,,
Workbook,TableStyles,"property, read-only",As TableStyles,,MISSING,,
Workbook,TemplateRemoveExtData,property,As Boolean,,MISSING,,
Workbook,Theme,"property, read-only",As OfficeTheme,,MISSING,,
Workbook,ToggleFormsDesign,method,ToggleFormsDesign(),,MISSING,,
Workbook,Unprotect,method,Unprotect([Password As Variant]),,PARTIAL,tests/fixtures/workbook_protection.json,"The password matched case and all, any opening a workbook that has none; given none where Excel would ask in a dialog, it reports itself unsupported."
Workbook,UnprotectSharing,method,UnprotectSharing([SharingPassword As Variant]),,MISSING,,
Workbook,UpdateFromFile,method,UpdateFromFile(),,MISSING,,
Workbook,UpdateLink,method,"UpdateLink([Name As Variant], [Type As Variant])",,MISSING,,
Workbook,UpdateLinks,property,As XlUpdateLinks,,MISSING,,
Workbook,UpdateRemoteReferences,property,As Boolean,,MISSING,,
Workbook,UserStatus,"property, read-only",As Variant,,MISSING,,
Workbook,UseWholeCellCriteria,"property, read-only",As Boolean,,MISSING,,
Workbook,UseWildcards,"property, read-only",As Boolean,,MISSING,,
Workbook,VBASigned,"property, read-only",As Boolean,,MISSING,,
Workbook,VBProject,"property, read-only",As VBProject,,UNASSESSED,,
Workbook,WebOptions,"property, read-only",As WebOptions,,MISSING,,
Workbook,WebPagePreview,method,WebPagePreview(),,MISSING,,
Workbook,WindowActivate,event,WindowActivate(Wn As Window),,MISSING,,
Workbook,WindowDeactivate,event,WindowDeactivate(Wn As Window),,MISSING,,
Workbook,WindowResize,event,WindowResize(Wn As Window),,MISSING,,
Workbook,Windows,"property, read-only",As Windows,,VERIFIED,tests/fixtures/windows/windows.json,
Workbook,WorkIdentity,property,As String,,MISSING,,
Workbook,Worksheets,"property, read-only",As Sheets,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Workbook,WritePassword,property,As String,,MISSING,,
Workbook,WriteReserved,"property, read-only",As Boolean,,MISSING,,
Workbook,WriteReservedBy,"property, read-only",As String,,MISSING,,
Workbook,XmlImport,method,"XmlImport(Url As String, ImportMap As XmlMap, [Overwrite As Variant], [Destination As Variant]) As XlXmlImportResult",,MISSING,,
Workbook,XmlImportXml,method,"XmlImportXml(Data As String, ImportMap As XmlMap, [Overwrite As Variant], [Destination As Variant]) As XlXmlImportResult",,MISSING,,
Workbook,XmlMaps,"property, read-only",As XmlMaps,,MISSING,,
Workbook,XmlNamespaces,"property, read-only",As XmlNamespaces,,MISSING,,
WorkbookQuery,_Default,property,As String,,MISSING,,
WorkbookQuery,Application,"property, read-only",As Application,,MISSING,,
WorkbookQuery,Creator,"property, read-only",As XlCreator,,MISSING,,
WorkbookQuery,Delete,method,Delete([DeleteConnection As Variant]),no DeleteConnection,UNASSESSED,,
WorkbookQuery,Description,property,As String,no setter,UNASSESSED,,
WorkbookQuery,Formula,property,As String,,UNASSESSED,,
WorkbookQuery,Name,property,As String,no setter,UNASSESSED,,
WorkbookQuery,Parent,"property, read-only",As Object,,MISSING,,
WorkbookQuery,Refresh,method,Refresh(),,UNASSESSED,,
Workbooks,_Default,"property, read-only",As Workbook,,MISSING,,
Workbooks,_NewEnum,"property, read-only",As IUnknown,,MISSING,,
Workbooks,Add,method,Add([Template As Variant]) As Workbook,,PARTIAL,tests/fixtures/workbook_copy.json,Template other than a worksheet workbook reports unsupported.
Workbooks,Application,"property, read-only",As Application,,UNASSESSED,,
Workbooks,CanCheckOut,method,CanCheckOut(Filename As String) As Boolean,,MISSING,,
Workbooks,CheckOut,method,CheckOut(Filename As String),,MISSING,,
Workbooks,Close,method,Close(),,MISSING,,
Workbooks,Count,"property, read-only",As Long,,UNASSESSED,,
Workbooks,Creator,"property, read-only",As XlCreator,,MISSING,,
Workbooks,Item,"property, read-only",As Workbook,,UNASSESSED,,
Workbooks,Open,method,"Open(Filename As String, [UpdateLinks As Variant], [ReadOnly As Variant], [Format As Variant], [Password As Variant], [WriteResPassword As Variant], [IgnoreReadOnlyRecommended As Variant], [Origin As Variant], [Delimiter As Variant], [Editable As Variant], [Notify As Variant], [Converter As Variant], [AddToMru As Variant], [Local As Variant], [CorruptLoad As Variant]) As Workbook","no UpdateLinks, ReadOnly, Format, Password, WriteResPassword, IgnoreReadOnlyRecommended, Origin, Delimiter, Editable, Notify, Converter, AddToMru, Local, CorruptLoad",UNASSESSED,,
Workbooks,OpenDatabase,method,"OpenDatabase(Filename As String, [CommandText As Variant], [CommandType As Variant], [BackgroundQuery As Variant], [ImportDataAs As Variant]) As Workbook",,MISSING,,
Workbooks,OpenText,method,"OpenText(Filename As String, [Origin As Variant], [StartRow As Variant], [DataType As Variant], [TextQualifier As XlTextQualifier], [ConsecutiveDelimiter As Variant], [Tab As Variant], [Semicolon As Variant], [Comma As Variant], [Space As Variant], [Other As Variant], [OtherChar As Variant], [FieldInfo As Variant], [TextVisualLayout As Variant], [DecimalSeparator As Variant], [ThousandsSeparator As Variant], [TrailingMinusNumbers As Variant], [Local As Variant])",,MISSING,,
Workbooks,OpenXML,method,"OpenXML(Filename As String, [Stylesheets As Variant], [LoadOption As Variant]) As Workbook",,MISSING,,
Workbooks,Parent,"property, read-only",As Object,,UNASSESSED,,
Worksheet,_CodeName,property,As String,,MISSING,,
Worksheet,_Evaluate,method,_Evaluate(Name As Variant) As Variant,,MISSING,,
Worksheet,Activate,event,Activate(),,UNASSESSED,,
Worksheet,Application,"property, read-only",As Application,,UNASSESSED,,
Worksheet,AutoFilter,"property, read-only",As AutoFilter,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Worksheet,AutoFilterMode,property,As Boolean,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,Setting it to True reports itself unsupported.
Worksheet,BeforeDelete,event,BeforeDelete(),,MISSING,,
Worksheet,BeforeDoubleClick,event,"BeforeDoubleClick(Target As Range, Cancel As Boolean)",,MISSING,,
Worksheet,BeforeRightClick,event,"BeforeRightClick(Target As Range, Cancel As Boolean)",,MISSING,,
Worksheet,Calculate,event,Calculate(),,UNASSESSED,,
Worksheet,Cells,"property, read-only",As Range,,UNASSESSED,,
Worksheet,Change,event,Change(Target As Range),,MISSING,,
Worksheet,ChartObjects,method,ChartObjects([Index As Variant]) As Object,,MISSING,,
Worksheet,CheckSpelling,method,"CheckSpelling([CustomDictionary As Variant], [IgnoreUppercase As Variant], [AlwaysSuggest As Variant], [SpellLang As Variant])",,MISSING,,
Worksheet,CircleInvalid,method,CircleInvalid(),,MISSING,,
Worksheet,CircularReference,"property, read-only",As Range,,MISSING,,
Worksheet,ClearArrows,method,ClearArrows(),,MISSING,,
Worksheet,ClearCircles,method,ClearCircles(),,MISSING,,
Worksheet,CodeName,"property, read-only",As String,,PARTIAL,tests/fixtures/events.json,"The codeName a file's sheetPr gives, else Sheet1, Sheet2 by place; Sheet1 for a new workbook's sheet, and nothing for a sheet a macro adds, as measured. It names the sheet in code, Sheet1.Range, and the sheet's own module. Only the VBE can change it."
Worksheet,Columns,"property, read-only",As Range,,UNASSESSED,,
Worksheet,Comments,"property, read-only",As Comments,,MISSING,,
Worksheet,CommentsThreaded,"property, read-only",As CommentsThreaded,,MISSING,,
Worksheet,ConsolidationFunction,"property, read-only",As XlConsolidationFunction,,MISSING,,
Worksheet,ConsolidationOptions,"property, read-only",As Variant,,MISSING,,
Worksheet,ConsolidationSources,"property, read-only",As Variant,,MISSING,,
Worksheet,Copy,method,"Copy([Before As Variant], [After As Variant])",,PARTIAL,tests/fixtures/workbook_copy.json,"Sheets with drawings, controls, tables, validation, conditional formats or comments, and name clashes, report unsupported."
Worksheet,Creator,"property, read-only",As XlCreator,,MISSING,,
Worksheet,CustomProperties,"property, read-only",As CustomProperties,,MISSING,,
Worksheet,Deactivate,event,Deactivate(),,MISSING,,
Worksheet,Delete,method,Delete(),,UNASSESSED,,
Worksheet,DisplayPageBreaks,property,As Boolean,,MISSING,,
Worksheet,DisplayRightToLeft,property,As Boolean,,MISSING,,
Worksheet,DrawingObjects,not in the type library,,,UNASSESSED,,
Worksheet,EnableAutoFilter,property,As Boolean,,MISSING,,
Worksheet,EnableCalculation,property,As Boolean,,MISSING,,
Worksheet,EnableFormatConditionsCalculation,property,As Boolean,,MISSING,,
Worksheet,EnableOutlining,property,As Boolean,,MISSING,,
Worksheet,EnablePivotTable,property,As Boolean,,MISSING,,
Worksheet,EnableSelection,property,As XlEnableSelection,,PARTIAL,tests/fixtures/protection.json; tests/fixtures/protection_file.json,"Kept as set, and saved and read as Excel does; the model has no selection to restrict."
Worksheet,Evaluate,method,Evaluate(Name As Variant) As Variant,,PARTIAL,tests/fixtures/evaluate.json,"As Application.Evaluate, with references on this sheet rather than the active one."
Worksheet,ExportAsFixedFormat,method,"ExportAsFixedFormat(Type As XlFixedFormatType, [Filename As Variant], [Quality As Variant], [IncludeDocProperties As Variant], [IgnorePrintAreas As Variant], [From As Variant], [To As Variant], [OpenAfterPublish As Variant], [FixedFormatExtClassPtr As Variant], [WorkIdentity As Variant])",,MISSING,,
Worksheet,FilterMode,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/autofilter.json; tests/fixtures/autofilter_file/autofilter_file.json; tests/test_live_excel_model_gate.py,
Worksheet,FollowHyperlink,event,FollowHyperlink(Target As Hyperlink),,MISSING,,
Worksheet,HPageBreaks,"property, read-only",As HPageBreaks,,MISSING,,
Worksheet,Hyperlinks,"property, read-only",As Hyperlinks,,MISSING,,
Worksheet,Index,"property, read-only",As Long,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Worksheet,LensGalleryRenderComplete,event,LensGalleryRenderComplete(),,MISSING,,
Worksheet,ListObjects,"property, read-only",As ListObjects,,PARTIAL,tests/fixtures/tables/tables.json,"The sheet's tables, read from a file or made by ListObjects.Add."
Worksheet,MailEnvelope,"property, read-only",As MsoEnvelope,,MISSING,,
Worksheet,Move,method,"Move([Before As Variant], [After As Variant])",,PARTIAL,tests/fixtures/sheet_move.json,"Moves needing external links, name clashes, drawings or reserved sheet names report unsupported."
Worksheet,Name,property,As String,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Worksheet,NamedSheetViews,"property, read-only",As NamedSheetViewCollection,,MISSING,,
Worksheet,Names,"property, read-only",As Names,,PARTIAL,tests/fixtures/names_crud.json,
Worksheet,Next,"property, read-only",As Object,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The sheet after, Nothing after the last."
Worksheet,OLEObjects,method,OLEObjects([Index As Variant]) As Object,,MISSING,,
Worksheet,Outline,"property, read-only",As Outline,,MISSING,,
Worksheet,PageSetup,"property, read-only",As PageSetup,,MISSING,,
Worksheet,Parent,"property, read-only",As Object,,UNASSESSED,,
Worksheet,Paste,method,"Paste([Destination As Variant], [Link As Variant])",,PARTIAL,tests/fixtures/paste.json; tests/fixtures/autofilter_edits.json,"What Copy or Cut put on the clipboard, at Destination or the selection; Link:=True reports itself unsupported. Several copied areas paste closed up, their formulas as the values they show; a destination over hidden cells of a filtered sheet reports itself unsupported."
Worksheet,PasteSpecial,method,"PasteSpecial([Format As Variant], [Link As Variant], [DisplayAsIcon As Variant], [IconFileName As Variant], [IconIndex As Variant], [IconLabel As Variant], [NoHTMLFormatting As Variant])",,MISSING,,
Worksheet,PivotTableAfterValueChange,event,"PivotTableAfterValueChange(TargetPivotTable As PivotTable, TargetRange As Range)",,MISSING,,
Worksheet,PivotTableBeforeAllocateChanges,event,"PivotTableBeforeAllocateChanges(TargetPivotTable As PivotTable, ValueChangeStart As Long, ValueChangeEnd As Long, Cancel As Boolean)",,MISSING,,
Worksheet,PivotTableBeforeCommitChanges,event,"PivotTableBeforeCommitChanges(TargetPivotTable As PivotTable, ValueChangeStart As Long, ValueChangeEnd As Long, Cancel As Boolean)",,MISSING,,
Worksheet,PivotTableBeforeDiscardChanges,event,"PivotTableBeforeDiscardChanges(TargetPivotTable As PivotTable, ValueChangeStart As Long, ValueChangeEnd As Long)",,MISSING,,
Worksheet,PivotTableChangeSync,event,PivotTableChangeSync(Target As PivotTable),,MISSING,,
Worksheet,PivotTables,method,PivotTables([Index As Variant]) As Object,,MISSING,,
Worksheet,PivotTableUpdate,event,PivotTableUpdate(Target As PivotTable),,MISSING,,
Worksheet,PivotTableWizard,method,"PivotTableWizard([SourceType As Variant], [SourceData As Variant], [TableDestination As Variant], [TableName As Variant], [RowGrand As Variant], [ColumnGrand As Variant], [SaveData As Variant], [HasAutoFormat As Variant], [AutoPage As Variant], [Reserved As Variant], [BackgroundQuery As Variant], [OptimizeCache As Variant], [PageFieldOrder As Variant], [PageFieldWrapCount As Variant], [ReadData As Variant], [Connection As Variant]) As PivotTable",,MISSING,,
Worksheet,Previous,"property, read-only",As Object,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The sheet before, Nothing before the first."
Worksheet,PrintedCommentPages,"property, read-only",As Long,,MISSING,,
Worksheet,PrintOut,method,"PrintOut([From As Variant], [To As Variant], [Copies As Variant], [Preview As Variant], [ActivePrinter As Variant], [PrintToFile As Variant], [Collate As Variant], [PrToFileName As Variant], [IgnorePrintAreas As Variant])",,MISSING,,
Worksheet,PrintPreview,method,PrintPreview([EnableChanges As Variant]),,MISSING,,
Worksheet,Protect,method,"Protect([Password As Variant], [DrawingObjects As Variant], [Contents As Variant], [Scenarios As Variant], [UserInterfaceOnly As Variant], [AllowFormattingCells As Variant], [AllowFormattingColumns As Variant], [AllowFormattingRows As Variant], [AllowInsertingColumns As Variant], [AllowInsertingRows As Variant], [AllowInsertingHyperlinks As Variant], [AllowDeletingColumns As Variant], [AllowDeletingRows As Variant], [AllowSorting As Variant], [AllowFiltering As Variant], [AllowUsingPivotTables As Variant])",,PARTIAL,tests/fixtures/protection.json; tests/fixtures/protection_file.json,"Contents, DrawingObjects and Scenarios True unless given, the Allow options False; a second Protect changes only what it asks to change, needing the password to, and empties the clipboard. A protected sheet refuses a macro's edits to locked cells, formats and structure with Excel's own errors; UserInterfaceOnly frees macros. Given no password where Excel would ask for one, it reports itself unsupported. Saved and read as Excel saves and reads it."
Worksheet,ProtectContents,"property, read-only",As Boolean,,PARTIAL,tests/fixtures/protection.json; tests/fixtures/protection_file.json,Saved and read as Excel saves and reads it.
